9.47222222222222,0.89,14.1197,251,15.8263,0,1015.13,7.38888888888889
9.35555555555556,0.86,14.2646,259,15.8263,0,1015.63,7.22777777777778
9.37777777777778,0.89,3.9284,204,14.9569,0,1015.94,9.37777777777778
8.28888888888889,0.83,14.1036,269,15.8263,0,1016.41,5.94444444444445
8.75555555555555,0.83,11.0446,259,15.8263,0,1016.51,6.97777777777778
9.22222222222222,0.85,13.9587,258,14.9569,0,1016.66,7.11111111111111
7.73333333333333,0.95,12.3648,259,9.982,0,1016.72,5.52222222222222
8.77222222222222,0.89,14.1519,260,9.982,0,1016.84,6.52777777777778
10.8222222222222,0.82,11.3183,259,9.982,0,1017.37,10.8222222222222
13.7722222222222,0.72,12.5258,279,9.982,0,1017.22,13.7722222222222
16.0166666666667,0.67,17.5651,290,11.2056,0,1017.42,16.0166666666667
17.1444444444444,0.54,19.7869,316,11.4471,0,1017.74,17.1444444444444
17.8,0.55,21.9443,281,11.27,0,1017.59,17.8
17.3333333333333,0.51,20.6885,289,11.27,0,1017.48,17.3333333333333
18.8777777777778,0.47,15.3755,262,11.4471,0,1017.17,18.8777777777778
18.9111111111111,0.46,10.4006,288,11.27,0,1016.47,18.9111111111111
15.3888888888889,0.6,14.4095,251,11.27,0,1016.15,15.3888888888889
15.55,0.63,11.1573,230,11.4471,0,1016.17,15.55
14.2555555555556,0.69,8.5169,163,11.2056,0,1015.82,14.2555555555556
13.1444444444444,0.7,7.6314,139,11.2056,0,1015.83,13.1444444444444
11.55,0.77,7.3899,147,11.0285,0,1015.85,11.55
11.1833333333333,0.76,4.9266,160,9.982,0,1015.77,11.1833333333333
10.1166666666667,0.79,6.6493,163,15.8263,0,1015.4,10.1166666666667
10.2,0.77,3.9284,152,14.9569,0,1015.51,10.2
10.4222222222222,0.62,16.9855,150,15.8263,0,1014.4,10.4222222222222
9.91111111111111,0.66,17.2109,149,15.8263,0,1014.2,7.56666666666667
11.1833333333333,0.8,10.8192,163,14.9569,0,1008.71,11.1833333333333
7.15555555555556,0.79,11.0768,180,15.8263,0,1014.47,5.04444444444444
6.11111111111111,0.82,6.6493,161,15.8263,0,1014.45,4.81666666666667
6.78888888888889,0.83,13.0088,135,14.9569,0,1014.49,4.27222222222222
7.26111111111111,0.85,11.1734,141,6.1985,0,1014.52,5.15555555555556
7.8,0.83,12.8156,150,8.05,0,1014.16,5.52777777777778
9.87222222222223,0.78,13.7494,160,9.982,0,1014.24,7.93333333333333
12.2222222222222,0.72,15.6331,150,9.982,0,1014.25,12.2222222222222
15.0944444444444,0.61,17.549,151,9.982,0,1013.96,15.0944444444444
17.3555555555556,0.52,22.7815,169,9.982,0,1013.85,17.3555555555556
19.0055555555555,0.46,23.8924,169,9.982,0,1013.04,19.0055555555555
20.0444444444444,0.4,28.3682,170,9.982,0,1012.22,20.0444444444444
21.05,0.4,26.9031,187,10.3523,0,1011.44,21.05
21.1833333333333,0.37,25.6956,179,9.982,0,1010.52,21.1833333333333
20.1166666666667,0.4,25.3092,162,9.982,0,1009.83,20.1166666666667
20.2166666666667,0.36,18.1125,161,10.3523,0,1009.26,20.2166666666667
20,0.43,23.4255,160,9.982,0,1008.76,20
17.8,0.5,20.0445,150,11.2056,0,1008.36,17.8
16.0611111111111,0.53,21.3969,149,9.982,0,1008.11,16.0611111111111
15.0222222222222,0.55,21.3808,159,9.982,0,1008.15,15.0222222222222
14.4222222222222,0.58,20.0123,159,15.8263,0,1007.85,14.4222222222222
14.2555555555556,0.59,16.5025,168,14.9569,0,1007.89,14.2555555555556
13.7722222222222,0.6,17.0982,160,15.8263,0,1007.36,13.7722222222222
13.2833333333333,0.63,14.3612,160,15.8263,0,1007.26,13.2833333333333
8.63333333333333,0.87,22.0409,32,6.6976,0,1005.1,5.46666666666667
11.25,0.83,11.3344,152,15.8263,0,1007.01,11.25
11.1833333333333,0.89,11.2056,180,9.9015,0,1006.73,11.1833333333333
10.6944444444444,0.95,10.4006,161,6.6976,0,1006.59,10.6944444444444
11.1111111111111,0.93,12.0106,140,5.9731,0,1006.34,11.1111111111111
11.1111111111111,0.93,9.2092,103,10.8031,0,1006.09,11.1111111111111
12.1666666666667,0.82,9.9015,113,10.6743,0,1005.97,12.1666666666667
12.7555555555556,0.79,13.8299,129,10.8192,0,1005.63,12.7555555555556
13.8388888888889,0.84,9.0965,159,10.8192,0,1005.83,13.8388888888889
16.1833333333333,0.73,0.644,207,10.7548,0,1005.97,16.1833333333333
17.5166666666667,0.67,0.6762,153,10.8997,0,1005.64,17.5166666666667
17.3833333333333,0.67,3.864,4,10.8514,0,1005.2,17.3833333333333
17.3611111111111,0.71,7.8246,341,11.0768,0,1005.1,17.3611111111111
17.2055555555556,0.74,15.5848,15,10.8514,0,1004.65,17.2055555555556
15.6333333333333,0.81,23.6992,348,10.8836,0,1004.04,15.6333333333333
13.5777777777778,0.9,20.9622,321,7.6153,0,1004.08,13.5777777777778
10.9111111111111,0.86,22.3951,311,2.6565,0,1004.61,10.9111111111111
8.8,0.99,26.5006,339,2.6565,0,1004.99,5.29444444444445
8.96111111111111,0.93,23.2162,340,3.8157,0,1004.85,5.77777777777778
8.2,0.96,25.4219,330,4.4919,0,1004.96,4.60555555555556
7.68888888888889,0.96,28.1267,339,4.4436,0,1005.14,3.72222222222222
7.76666666666666,0.96,19.2878,339,5.6833,0,1005.05,4.65
8.2,0.96,20.447,341,3.1073,0,1004.8,5.07222222222222
8.17777777777778,0.93,27.8691,19,3.2039,0,1004.89,4.37222222222222
7.31111111111111,0.82,6.7459,277,14.0553,0,1007,6.18333333333333
7.64444444444444,0.93,14.9086,9,6.118,0,1004.3,5.03888888888889
6.62222222222222,0.93,25.0355,0,6.118,0,1003.68,2.61666666666667
6.68333333333333,0.93,19.8352,350,6.1663,0,1003.86,3.22222222222222
6.08888888888889,0.93,28.0945,349,7.9695,0,1003.57,1.65
6.06666666666667,0.93,27.9818,348,6.3434,0,1003.96,1.63333333333333
6.14444444444445,0.93,30.8637,349,10.5455,0,1004.1,1.49444444444444
7.13333333333334,0.8,32.1678,349,11.2056,0,1004.26,2.68888888888889
7.20555555555556,0.86,26.5328,339,11.27,0,1004.18,3.23333333333333
7.56666666666667,0.84,28.336,339,10.5455,0,1004.23,3.54444444444445
8.9,0.77,29.8333,348,11.27,0,1004.47,5.16111111111111
9.96111111111111,0.71,28.4809,339,11.27,0,1004.52,6.64444444444445
9.88888888888889,0.71,28.5131,338,11.0768,0,1004.29,6.55
11.0666666666667,0.71,25.6956,320,11.27,0,1003.93,11.0666666666667
10.1166666666667,0.76,25.3414,311,11.27,0,1004,10.1166666666667
11.0388888888889,0.66,21.413,311,9.982,0,1004.3,11.0388888888889
10.65,0.7,17.8549,310,14.9086,0,1004,10.65
10.05,0.7,15.1984,328,9.982,0,1004.39,10.05
9.9,0.66,15.7297,348,11.0285,0,1005.48,7.71666666666667
8.79444444444444,0.71,12.3648,20,9.982,0,1005.89,6.81666666666667
7.82777777777778,0.72,13.8943,28,15.8263,0,1006.37,5.40555555555555
7.85555555555556,0.72,9.8049,11,15.0052,0,1006.56,6.12222222222222
7.31666666666667,0.75,6.6654,326,15.8746,0,1007.07,6.21111111111111
7.24444444444444,0.75,7.1162,309,15.8746,0,1007.37,6.00555555555556
5.43888888888889,0.88,3.7191,193,9.982,0,1012.23,5.43888888888889
7.2,0.76,14.4739,273,15.8263,0,1007.28,4.55
6.68888888888889,0.7,20.5275,300,15.8263,0,1007.18,3.16111111111111
6.21111111111111,0.73,19.3039,309,14.9569,0,1007.39,2.69444444444444
6.11111111111111,0.76,17.4363,300,9.982,0,1007.67,2.8
6.11111111111111,0.76,20.4148,300,9.982,0,1007.98,2.43888888888889
6.17222222222222,0.76,17.0499,307,9.982,0,1008.57,2.92222222222222
7.22222222222222,0.71,20.5114,319,9.982,0,1008.87,3.83333333333333
7.28888888888889,0.73,17.6456,328,9.982,0,1009.44,4.24444444444444
7.40555555555556,0.72,14.4095,318,9.982,0,1010.03,4.81666666666667
7.96111111111111,0.7,10.7548,321,10.0464,0,1010.22,6.07222222222222
8.03333333333334,0.7,4.8622,349,10.0464,0,1010.39,7.58333333333333
9.07777777777778,0.65,2.3828,348,10.0303,0,1010.24,9.07777777777778
9.05,0.62,0.322,243,9.982,0,1010,9.05
9.05,0.65,3.2522,177,11.2056,0,1009.98,9.05
9.18333333333333,0.65,3.0107,170,11.0285,0,1010.05,9.18333333333333
9.07222222222222,0.7,10.465,172,9.982,0,1010.1,7.45555555555556
7.98333333333333,0.75,7.3416,172,9.982,0,1010.39,6.81111111111111
8.07222222222222,0.75,9.5151,150,9.982,0,1010.91,6.43333333333333
7.89444444444445,0.82,9.9981,142,9.982,0,1011.32,6.12777777777778
7.31111111111111,0.83,13.685,141,11.9784,0,1011.61,4.80555555555555
7.33888888888889,0.84,11.5437,141,14.168,0,1011.97,5.18333333333333
6.62222222222222,0.85,12.719,142,14.9086,0,1012.22,4.11111111111111
6.06666666666667,0.88,12.8961,130,14.9086,0,1012.74,3.41111111111111
8.33888888888889,0.88,0.6923,359,15.0052,0,1015.35,8.33888888888889
5.18333333333333,0.91,5.5384,166,9.982,0,1013.29,4.11111111111111
3.72222222222222,0.94,5.2003,145,9.982,0,1013.39,2.56666666666666
4.85555555555556,0.93,5.6189,170,5.9248,0,1013.45,3.70555555555556
5.21111111111111,0.92,4.7656,178,1.2236,0,1013.4,5.21111111111111
6.25555555555555,0.92,7.9212,223,7.2128,0,1013.81,4.63888888888889
7.79444444444445,0.87,9.7566,240,10.6743,0,1014.7,6.05555555555555
10.05,0.76,9.6922,231,11.2056,0,1014.67,10.05
12.2,0.66,14.49,230,9.982,0,1014.66,12.2
12.7,0.63,20.3343,214,11.0285,0,1014.8,12.7
13.9333333333333,0.58,23.5865,222,11.27,0,1014.47,13.9333333333333
15.0944444444444,0.59,22.2985,241,11.27,0,1014.16,15.0944444444444
15.15,0.5,14.7154,235,11.4471,0,1014.07,15.15
16.1777777777778,0.44,14.49,238,11.27,0,1013.34,16.1777777777778
16.25,0.55,14.7154,211,11.27,0,1012.72,16.25
16.2944444444444,0.5,19.5937,221,11.4471,0,1012.38,16.2944444444444
16.1,0.56,14.8281,215,11.1251,0,1012.38,16.1
12.9555555555556,0.68,11.9784,224,11.27,0,1012.72,12.9555555555556
13.85,0.64,11.5598,231,11.4471,0,1013.42,13.85
12.7777777777778,0.69,14.2485,358,10.0464,0,1014.41,12.7777777777778
12.15,0.72,11.2539,8,15.8746,0,1014.89,12.15
10.6777777777778,0.81,5.7799,59,15.0052,0,1014.91,10.6777777777778
10.4444444444444,0.83,2.6404,63,15.8746,0,1014.75,10.4444444444444
9.82222222222222,0.8,5.313,65,15.8746,0,1015.55,9.46666666666667
11.0277777777778,0.74,11.3827,146,14.9569,0,1015.7,11.0277777777778
7.13888888888889,0.93,3.6547,305,14.9086,0,1016.43,7.13888888888889
7.62222222222222,0.89,10.8675,327,14.9086,0,1016.56,5.64444444444444
7.62777777777778,0.86,6.5205,319,13.3791,0,1017.15,6.61111111111111
7.04444444444444,0.86,11.3988,271,9.982,0,1017.37,4.85555555555556
8.6,0.84,9.66,297,9.982,0,1018.25,7.03888888888889
9.65,0.84,15.9551,289,9.982,0,1019.24,7.38333333333333
12.1055555555556,0.72,13.1698,310,9.982,0,1019.83,12.1055555555556
12.7777777777778,0.71,13.1698,301,11.2056,0,1020.51,12.7777777777778
